,1,2,3,4,5,6,7,8,9,10,11
w(t+1) - w(t),-0.14990000000011605,-0.5062000000000353,-0.20136999999999716,0.25909999999998945,0.7759999999999536,-0.70900000000006,0.08114000000000487,0.3224999999999909,0.715349999999944,-0.1945599999999672,0.10380000000009204
ucpu(t),88.75172413793103,89.23365,89.1119696969697,87.15990000000001,86.14876190476191,88.92063709677419,85.42675757575758,89.92768103448276,88.43035087719299,87.27939285714285,87.23037500000001
umem(t),88.75172413793103,88.51977600000001,89.11197272727271,86.46261714285714,86.14876190476191,88.20927741935483,85.42676363636363,89.20826206896551,88.43034736842105,86.58117142857144,87.23037500000001
