,0,1,2,3,4,5,6,7,8,9,10,11
685,[{0.0: 1.0}],[{1.0: 1.0}],"[{0.8540489642184557: 0.1, 0.8548539114043355: 0.1, 0.8557964184731385: 0.1, 0.8549905838041432: 0.1, 0.8541862652869239: 0.1, 0.8533834586466166: 0.1, 0.8543233082706766: 0.1, 0.8543233082706767: 0.1, 0.8525821596244131: 0.1, 0.8535211267605634: 0.1}]","[{0.9397363465160076: 0.2, 0.9396795475966068: 0.2, 0.9388523047977422: 0.1, 0.93703007518797: 0.1, 0.9360902255639098: 0.1, 0.9360902255639096: 0.1, 0.9352112676056338: 0.1, 0.9352112676056336: 0.1}]","[{1.054613935969868: 0.2, 1.0546654099905748: 0.1, 1.055607917059378: 0.1, 1.0536218250235183: 0.1, 1.0535714285714286: 0.1, 1.0545112781954886: 0.1, 1.0554511278195489: 0.1, 1.0553990610328638: 0.1, 1.0544600938967137: 0.1}]","[{0.5819209039548022: 0.1, 0.5815268614514609: 0.1, 0.5824693685202639: 0.1, 0.5828625235404896: 0.1, 0.5823142050799623: 0.1, 0.5827067669172933: 0.1, 0.581766917293233: 0.1, 0.5808270676691729: 0.1, 0.5793427230046948: 0.1, 0.5802816901408451: 0.1}]","[{0.9425612052730696: 0.1, 0.9434495758718192: 0.1, 0.942507068803016: 0.1, 0.9416195856873822: 0.1, 0.940733772342427: 0.1, 0.9398496240601506: 0.1, 0.9398496240601504: 0.2, 0.9389671361502347: 0.2}]","[{0.4472693032015065: 0.1, 0.4476908576814327: 0.1, 0.4476908576814326: 0.1, 0.4472693032015066: 0.1, 0.4468485418626527: 0.1, 0.4464285714285714: 0.1, 0.4473684210526316: 0.1, 0.4483082706766917: 0.1, 0.4488262910798122: 0.2}]","[{0.8738229755178906: 0.1, 0.8746465598491989: 0.1, 0.8746465598491988: 0.1, 0.8738229755178907: 0.1, 0.8739416745061147: 0.1, 0.8731203007518799: 0.1, 0.8721804511278195: 0.1, 0.8740601503759398: 0.1, 0.8741784037558684: 0.1, 0.8741784037558685: 0.1}]","[{0.5941619585687381: 0.1, 0.5947219604147032: 0.1, 0.5956644674835061: 0.1, 0.5951035781544256: 0.1, 0.5945437441204139: 0.1, 0.5949248120300753: 0.1, 0.5958646616541353: 0.2, 0.5943661971830986: 0.1, 0.5934272300469484: 0.1}]","[{0.403954802259887: 0.1, 0.4043355325164939: 0.1, 0.4033930254476908: 0.1, 0.4030131826741996: 0.1, 0.4026340545625587: 0.1, 0.4022556390977443: 0.1, 0.4013157894736843: 0.1, 0.4013157894736842: 0.1, 0.4009389671361502: 0.2}]","[{0.714689265536723: 0.1, 0.7163053722902922: 0.1, 0.7172478793590952: 0.1, 0.7165725047080979: 0.1, 0.7158984007525869: 0.1, 0.7161654135338347: 0.1, 0.7161654135338346: 0.1, 0.7171052631578948: 0.1, 0.7173708920187793: 0.1, 0.7164319248826292: 0.1}]"
686,[{0.0: 1.0}],[{1.0: 1.0}],"[{0.8536585365853658: 0.1, 0.851921274601687: 0.2, 0.8520599250936329: 0.1, 0.852996254681648: 0.1, 0.8547328959700093: 0.1, 0.8555347091932458: 0.1, 0.8555347091932457: 0.1, 0.8537956888472353: 0.2}]","[{0.9343339587242028: 0.1, 0.9325210871602624: 0.1, 0.9334582942830366: 0.1, 0.9325842696629214: 0.1, 0.9335205992509364: 0.1, 0.9353327085285849: 0.1, 0.9362101313320824: 0.2, 0.936269915651359: 0.2}]","[{1.053470919324578: 0.3, 1.0534208059981256: 0.3, 1.053370786516854: 0.2, 1.0524835988753516: 0.2}]","[{0.5787992495309568: 0.2, 0.5791940018744143: 0.3, 0.5795880149812734: 0.2, 0.5797373358348968: 0.1, 0.5782567947516402: 0.2}]","[{0.9380863039399624: 0.3, 0.936269915651359: 0.2, 0.9353932584269662: 0.1, 0.9353932584269664: 0.1, 0.9372071227741332: 0.1, 0.9381443298969072: 0.2}]","[{0.4474671669793621: 0.1, 0.4470477975632614: 0.3, 0.4479850046860356: 0.1, 0.447565543071161: 0.1, 0.4466292134831461: 0.1, 0.447467166979362: 0.2, 0.4470477975632615: 0.1}]","[{0.8724202626641651: 0.1, 0.8716026241799437: 0.1, 0.8706654170571696: 0.2, 0.8698501872659176: 0.1, 0.8707865168539326: 0.1, 0.8705440900562852: 0.1, 0.8705440900562851: 0.1, 0.8678537956888474: 0.1, 0.8669165885660732: 0.1}]","[{0.5919324577861164: 0.1, 0.5913776944704779: 0.2, 0.5898876404494382: 0.1, 0.5908239700374532: 0.1, 0.5904404873477038: 0.1, 0.5919324577861163: 0.1, 0.5909943714821764: 0.1, 0.5904404873477039: 0.2}]","[{0.4005628517823639: 0.1, 0.4001874414245547: 0.2, 0.4001874414245548: 0.1, 0.399812734082397: 0.2, 0.4011246485473289: 0.1, 0.4015009380863039: 0.2, 0.401124648547329: 0.1}]","[{0.7166979362101313: 0.1, 0.7150890346766635: 0.1, 0.7160262417994376: 0.1, 0.7153558052434457: 0.1, 0.7162921348314607: 0.1, 0.7169634489222118: 0.1, 0.7176360225140712: 0.2, 0.7160262417994377: 0.1, 0.7150890346766636: 0.1}]"
687,[{0.0: 1.0}],[{1.0: 1.0}],"[{0.8536585365853658: 0.2, 0.8544600938967136: 0.1, 0.8544600938967137: 0.2, 0.8552631578947367: 0.3, 0.8560677328316086: 0.1, 0.856203007518797: 0.1}]","[{0.9371482176360224: 0.1, 0.9371482176360226: 0.1, 0.9380281690140844: 0.3, 0.93796992481203: 0.1, 0.9369708372530574: 0.1, 0.9360902255639096: 0.3}]","[{1.0534709193245777: 0.1, 1.0544090056285178: 0.1, 1.0553990610328636: 0.1, 1.0553990610328638: 0.1, 1.0544600938967137: 0.1, 1.0563909774436089: 0.1, 1.057384760112888: 0.1, 1.0554511278195489: 0.3}]","[{0.5778611632270169: 0.1, 0.5769230769230769: 0.1, 0.5765258215962441: 0.1, 0.5755868544600939: 0.2, 0.5770676691729323: 0.3, 0.5776105362182502: 0.1, 0.5761278195488722: 0.1}]","[{0.9390243902439024: 0.1, 0.9409005628517824: 0.1, 0.9417840375586854: 0.1, 0.9427230046948356: 0.2, 0.9436090225563908: 0.3, 0.9454374412041392: 0.1, 0.943609022556391: 0.1}]","[{0.447467166979362: 0.2, 0.4478873239436619: 0.1, 0.4488262910798122: 0.2, 0.4492481203007519: 0.2, 0.4496707431796802: 0.1, 0.450187969924812: 0.1, 0.4501879699248119: 0.1}]","[{0.8686679174484053: 0.1, 0.8696060037523452: 0.1, 0.8713615023474177: 0.1, 0.8713615023474179: 0.1, 0.8694835680751174: 0.1, 0.869360902255639: 0.2, 0.8701787394167451: 0.1, 0.8703007518796992: 0.1, 0.8703007518796991: 0.1}]","[{0.5900562851782364: 0.1, 0.5909943714821764: 0.1, 0.5915492957746479: 0.3, 0.5921052631578947: 0.2, 0.5917215428033866: 0.1, 0.5911654135338346: 0.1, 0.5902255639097743: 0.1}]","[{0.399624765478424: 0.1, 0.4005628517823639: 0.1, 0.3999999999999999: 0.1, 0.3990610328638497: 0.1, 0.3990610328638498: 0.1, 0.3984962406015037: 0.1, 0.3988711194731891: 0.1, 0.3994360902255639: 0.2, 0.3994360902255638: 0.1}]","[{0.7166979362101312: 0.1, 0.7176360225140712: 0.1, 0.7173708920187792: 0.3, 0.718984962406015: 0.2, 0.7196613358419567: 0.1, 0.7199248120300751: 0.2}]"
688,[{0.0: 1.0}],[{1.0: 1.0}],"[{0.856203007518797: 0.1, 0.856338028169014: 0.1, 0.8574108818011257: 0.4, 0.8591549295774648: 0.1, 0.8582159624413146: 0.1, 0.8590225563909775: 0.1, 0.8598306679209784: 0.1}]","[{0.9351503759398496: 0.1, 0.9342723004694836: 0.2, 0.9333958724202628: 0.2, 0.9343339587242026: 0.1, 0.9324577861163226: 0.1, 0.9323943661971832: 0.1, 0.9332706766917296: 0.1, 0.9332079021636877: 0.1}]","[{1.0554511278195489: 0.1, 1.0544600938967137: 0.1, 1.0525328330206378: 0.1, 1.051594746716698: 0.3, 1.0525821596244131: 0.1, 1.051643192488263: 0.1, 1.0526315789473686: 0.1, 1.054562558795861: 0.1}]","[{0.575187969924812: 0.1, 0.5746478873239437: 0.2, 0.574108818011257: 0.3, 0.573170731707317: 0.1, 0.5737089201877934: 0.1, 0.5733082706766918: 0.1, 0.5747883349012229: 0.1}]","[{0.9436090225563908: 0.1, 0.9427230046948356: 0.1, 0.9418386491557224: 0.1, 0.9409005628517824: 0.3, 0.9408450704225352: 0.1, 0.9436619718309858: 0.1, 0.9445488721804512: 0.1, 0.9463781749764816: 0.1}]","[{0.4501879699248119: 0.1, 0.4497652582159624: 0.2, 0.449343339587242: 0.3, 0.450281425891182: 0.1, 0.4488262910798122: 0.1, 0.4492481203007518: 0.1, 0.4496707431796801: 0.1}]","[{0.8703007518796991: 0.1, 0.8694835680751174: 0.1, 0.8696060037523452: 0.1, 0.8705440900562851: 0.1, 0.8723004694835681: 0.2, 0.8714821763602252: 0.2, 0.8731203007518797: 0.1, 0.8739416745061147: 0.1}]","[{0.5892857142857142: 0.1, 0.5877934272300469: 0.1, 0.5863039399624765: 0.3, 0.5853658536585366: 0.1, 0.5859154929577465: 0.1, 0.5868544600938966: 0.1, 0.5874060150375939: 0.1, 0.5879586077140169: 0.1}]","[{0.3994360902255638: 0.2, 0.3990610328638497: 0.2, 0.3986866791744841: 0.2, 0.3986866791744839: 0.1, 0.398686679174484: 0.1, 0.4: 0.1, 0.4007525870178739: 0.1}]","[{0.7208646616541352: 0.1, 0.7201877934272299: 0.1, 0.7195121951219513: 0.1, 0.7204502814258912: 0.1, 0.7211267605633803: 0.1, 0.7204502814258911: 0.2, 0.7211267605633801: 0.1, 0.7218045112781953: 0.1, 0.7215428033866416: 0.1}]"
689,[{0.0: 1.0}],[{1.0: 1.0}],"[{0.8580827067669172: 0.2, 0.8580827067669173: 0.1, 0.856338028169014: 0.3, 0.8572769953051644: 0.1, 0.8588899341486359: 0.1, 0.8587570621468926: 0.1, 0.8579492003762935: 0.1}]","[{0.9323308270676692: 0.2, 0.9295774647887324: 0.3, 0.9305164319248826: 0.1, 0.9304511278195488: 0.1, 0.9313264346190028: 0.1, 0.9322033898305084: 0.1, 0.9322671683913452: 0.1}]","[{1.0535714285714284: 0.1, 1.0535714285714286: 0.1, 1.0525821596244131: 0.2, 1.0535211267605633: 0.2, 1.0554511278195489: 0.1, 1.057384760112888: 0.2, 1.0583804143126176: 0.1}]","[{0.5742481203007519: 0.1, 0.5733082706766918: 0.1, 0.571830985915493: 0.4, 0.5723684210526315: 0.1, 0.5719661335841957: 0.1, 0.5725047080979284: 0.1, 0.5729068673565381: 0.1}]","[{0.9454887218045112: 0.3, 0.9446009389671364: 0.4, 0.947318908748824: 0.1, 0.948210922787194: 0.1, 0.9463781749764816: 0.1}]","[{0.4492481203007519: 0.2, 0.447887323943662: 0.4, 0.4483082706766917: 0.1, 0.4487300094073376: 0.1, 0.4491525423728813: 0.1, 0.4487300094073377: 0.1}]","[{0.8731203007518797: 0.1, 0.8721804511278196: 0.1, 0.8713615023474179: 0.1, 0.8723004694835681: 0.2, 0.8732394366197185: 0.1, 0.8740601503759398: 0.1, 0.8739416745061148: 0.1, 0.8728813559322033: 0.1, 0.8720602069614299: 0.1}]","[{0.5864661654135338: 0.2, 0.5859154929577466: 0.4, 0.5874060150375939: 0.1, 0.5879586077140169: 0.1, 0.5885122410546139: 0.1, 0.5870178739416745: 0.1}]","[{0.400375939849624: 0.1, 0.4003759398496241: 0.1, 0.4: 0.1, 0.4009389671361502: 0.2, 0.4000000000000001: 0.1, 0.4013157894736842: 0.1, 0.4016933207902163: 0.2, 0.4020715630885122: 0.1}]","[{0.7218045112781954: 0.1, 0.7208646616541353: 0.1, 0.7201877934272303: 0.1, 0.7211267605633804: 0.2, 0.7220657276995307: 0.1, 0.7218045112781953: 0.1, 0.7224835371589838: 0.1, 0.7241054613935969: 0.1, 0.7234242709313264: 0.1}]"
690,[{0.0: 1.0}],[{1.0: 1.0}],"[{0.856203007518797: 0.2, 0.8552631578947368: 0.1, 0.8543233082706767: 0.2, 0.8525821596244132: 0.1, 0.8515037593984963: 0.1, 0.8523047977422389: 0.1, 0.8513640639698965: 0.1, 0.852165725047081: 0.1}]","[{0.9313909774436088: 0.2, 0.931390977443609: 0.1, 0.9313909774436092: 0.2, 0.9305164319248824: 0.1, 0.9304511278195488: 0.1, 0.9313264346190028: 0.1, 0.9322671683913454: 0.1, 0.9340866290018832: 0.1}]","[{1.0563909774436089: 0.2, 1.056390977443609: 0.3, 1.0553990610328638: 0.1, 1.0545112781954886: 0.1, 1.0555032925682033: 0.1, 1.0564440263405457: 0.1, 1.056497175141243: 0.1}]","[{0.5714285714285714: 0.2, 0.5704887218045113: 0.2, 0.5695488721804511: 0.1, 0.568075117370892: 0.1, 0.5676691729323309: 0.1, 0.5672624647224835: 0.1, 0.5663217309501412: 0.1, 0.5659133709981168: 0.1}]","[{0.9454887218045112: 0.3, 0.9464285714285714: 0.1, 0.9445488721804512: 0.2, 0.9436619718309858: 0.1, 0.9454374412041392: 0.2, 0.9472693032015068: 0.1}]","[{0.4483082706766916: 0.2, 0.4492481203007519: 0.3, 0.4488262910798122: 0.1, 0.4483082706766917: 0.1, 0.4487300094073377: 0.1, 0.4487300094073378: 0.1, 0.4491525423728814: 0.1}]","[{0.8703007518796991: 0.1, 0.869360902255639: 0.2, 0.868421052631579: 0.1, 0.8693609022556391: 0.1, 0.8685446009389671: 0.1, 0.8693609022556392: 0.1, 0.8682972718720603: 0.2, 0.8691148775894539: 0.1}]","[{0.5874060150375939: 0.3, 0.5864661654135338: 0.1, 0.587406015037594: 0.1, 0.5859154929577465: 0.1, 0.5864661654135339: 0.1, 0.5870178739416745: 0.1, 0.587958607714017: 0.1, 0.5875706214689266: 0.1}]","[{0.401315789473684: 0.2, 0.400375939849624: 0.1, 0.3994360902255638: 0.1, 0.3994360902255639: 0.2, 0.3990610328638497: 0.1, 0.3998118532455316: 0.2, 0.4001883239171375: 0.1}]","[{0.7227443609022556: 0.1, 0.7218045112781953: 0.2, 0.7218045112781954: 0.1, 0.7208646616541354: 0.1, 0.7211267605633803: 0.1, 0.7227443609022558: 0.1, 0.7224835371589841: 0.1, 0.7215428033866417: 0.1, 0.7212806026365349: 0.1}]"
691,[{0.0: 1.0}],[{1.0: 1.0}],"[{0.8523047977422389: 0.2, 0.8531073446327684: 0.1, 0.8513640639698965: 0.1, 0.8504233301975541: 0.2, 0.849624060150376: 0.1, 0.850563909774436: 0.1, 0.8497652582159624: 0.2}]","[{0.9332079021636878: 0.1, 0.933145009416196: 0.1, 0.9332079021636877: 0.1, 0.9322671683913452: 0.1, 0.9313264346190028: 0.1, 0.9295112781954888: 0.2, 0.9303857008466604: 0.1, 0.927699530516432: 0.1, 0.9267605633802816: 0.1}]","[{1.054562558795861: 0.1, 1.054613935969868: 0.1, 1.0536218250235183: 0.2, 1.052681091251176: 0.2, 1.0516917293233083: 0.2, 1.0507042253521126: 0.2}]","[{0.5653809971777987: 0.1, 0.5659133709981168: 0.1, 0.5663217309501412: 0.2, 0.5672624647224835: 0.2, 0.5667293233082706: 0.1, 0.5657894736842105: 0.1, 0.5652582159624413: 0.2}]","[{0.947318908748824: 0.1, 0.9491525423728816: 0.1, 0.9482596425211666: 0.1, 0.9482596425211663: 0.2, 0.9473684210526316: 0.2, 0.9482596425211668: 0.1, 0.9464788732394368: 0.2}]","[{0.4487300094073377: 0.1, 0.448210922787194: 0.1, 0.4477892756349953: 0.1, 0.4477892756349952: 0.2, 0.4473684210526316: 0.2, 0.4477892756349954: 0.1, 0.4469483568075116: 0.1, 0.4478873239436619: 0.1}]","[{0.8682972718720602: 0.1, 0.8691148775894538: 0.1, 0.8692380056444027: 0.1, 0.8701787394167451: 0.2, 0.8703007518796992: 0.2, 0.8711194731890876: 0.1, 0.8685446009389671: 0.2}]","[{0.5870178739416745: 0.4, 0.5866290018832392: 0.1, 0.5855263157894737: 0.2, 0.5860771401693322: 0.1, 0.584037558685446: 0.2}]","[{0.3998118532455315: 0.4, 0.4001883239171375: 0.1, 0.3994360902255639: 0.1, 0.400752587017874: 0.1, 0.400375939849624: 0.1, 0.3999999999999999: 0.2}]","[{0.7206020696142992: 0.3, 0.7212806026365348: 0.1, 0.7215428033866416: 0.1, 0.7218045112781954: 0.1, 0.7224835371589842: 0.1, 0.7227443609022557: 0.1, 0.7211267605633804: 0.2}]"
692,[{0.0: 1.0}],[{1.0: 1.0}],"[{0.8488262910798122: 0.1, 0.8488262910798121: 0.2, 0.848030018761726: 0.1, 0.8497652582159625: 0.1, 0.8497652582159624: 0.1, 0.8507042253521127: 0.3, 0.8516431924882629: 0.1}]","[{0.9267605633802818: 0.1, 0.9267605633802816: 0.3, 0.925891181988743: 0.1, 0.9258215962441314: 0.2, 0.9276995305164318: 0.1, 0.927699530516432: 0.2}]","[{1.051643192488263: 0.1, 1.0516431924882628: 0.3, 1.051594746716698: 0.1, 1.052582159624413: 0.2, 1.0525821596244131: 0.1, 1.0535211267605633: 0.2}]","[{0.5661971830985916: 0.4, 0.5671361502347417: 0.4, 0.5666041275797373: 0.1, 0.568075117370892: 0.1}]","[{0.9464788732394368: 0.1, 0.9474178403755869: 0.4, 0.9464788732394366: 0.1, 0.946529080675422: 0.1, 0.9483568075117372: 0.3}]","[{0.4469483568075117: 0.1, 0.4469483568075116: 0.1, 0.4460093896713614: 0.1, 0.4446529080675421: 0.1, 0.4450704225352112: 0.4, 0.4450704225352113: 0.2}]","[{0.8685446009389672: 0.2, 0.868544600938967: 0.2, 0.8677298311444652: 0.1, 0.8676056338028169: 0.2, 0.8676056338028167: 0.1, 0.8666666666666667: 0.1, 0.8657276995305164: 0.1}]","[{0.584037558685446: 0.1, 0.5849765258215962: 0.4, 0.5844277673545966: 0.1, 0.5840375586854459: 0.1, 0.5849765258215963: 0.2, 0.5859154929577465: 0.1}]","[{0.4: 0.1, 0.3999999999999999: 0.2, 0.3996247654784239: 0.1, 0.3990610328638497: 0.1, 0.3981220657276995: 0.5}]","[{0.7220657276995306: 0.1, 0.7230046948356806: 0.1, 0.7239436619718309: 0.3, 0.723264540337711: 0.1, 0.7230046948356808: 0.1, 0.7239436619718311: 0.2, 0.723943661971831: 0.1}]"
693,[{0.0: 1.0}],[{1.0: 1.0}],"[{0.850563909774436: 0.1, 0.8497652582159624: 0.1, 0.8507042253521127: 0.2, 0.8516431924882628: 0.2, 0.8516431924882629: 0.1, 0.8535211267605634: 0.1, 0.8533834586466165: 0.1, 0.8525821596244132: 0.1}]","[{0.9285714285714286: 0.1, 0.927699530516432: 0.6, 0.9276995305164316: 0.1, 0.928638497652582: 0.1, 0.9295112781954888: 0.1}]","[{1.0545112781954886: 0.1, 1.0525821596244131: 0.3, 1.052582159624413: 0.1, 1.0535211267605633: 0.3, 1.0554511278195489: 0.1, 1.0544600938967137: 0.1}]","[{0.5667293233082706: 0.1, 0.5652582159624413: 0.1, 0.564319248826291: 0.5, 0.5633802816901409: 0.2, 0.5648496240601504: 0.1}]","[{0.9483082706766915: 0.1, 0.947417840375587: 0.1, 0.9474178403755869: 0.1, 0.948356807511737: 0.2, 0.9492957746478872: 0.1, 0.9492957746478874: 0.1, 0.9502347417840374: 0.1, 0.9520676691729324: 0.1, 0.9502347417840376: 0.1}]","[{0.4454887218045112: 0.1, 0.4450704225352113: 0.1, 0.4441314553990609: 0.3, 0.4431924882629107: 0.2, 0.4431924882629108: 0.2, 0.4436090225563909: 0.1}]","[{0.8656015037593985: 0.2, 0.8666666666666667: 0.1, 0.8657276995305163: 0.2, 0.864788732394366: 0.1, 0.8638497652582158: 0.1, 0.8657276995305165: 0.1, 0.8647887323943662: 0.1, 0.8647887323943664: 0.1}]","[{0.5864661654135338: 0.2, 0.5849765258215963: 0.3, 0.5840375586854459: 0.3, 0.5849765258215962: 0.2}]","[{0.3984962406015037: 0.1, 0.3981220657276995: 0.4, 0.3971830985915493: 0.2, 0.396244131455399: 0.1, 0.3966165413533834: 0.1, 0.3971830985915494: 0.1}]","[{0.724624060150376: 0.1, 0.7239436619718311: 0.1, 0.7239436619718309: 0.1, 0.7230046948356806: 0.1, 0.7220657276995304: 0.2, 0.7220657276995306: 0.2, 0.7211267605633802: 0.1, 0.7218045112781954: 0.1}]"
694,[{0.0: 1.0}],[{1.0: 1.0}],"[{0.8525821596244132: 0.1, 0.8524436090225564: 0.3, 0.8532455315145814: 0.1, 0.8532455315145815: 0.1, 0.8524436090225563: 0.1, 0.8515037593984962: 0.1, 0.8497652582159625: 0.1, 0.8497652582159624: 0.1}]","[{0.9267605633802816: 0.1, 0.925751879699248: 0.4, 0.9256820319849484: 0.2, 0.924812030075188: 0.1, 0.9239436619718308: 0.2}]","[{1.0544600938967137: 0.1, 1.056390977443609: 0.2, 1.0554511278195489: 0.2, 1.057384760112888: 0.2, 1.0535714285714286: 0.1, 1.0525821596244131: 0.2}]","[{0.5633802816901409: 0.1, 0.5639097744360902: 0.3, 0.5653809971777987: 0.1, 0.5663217309501412: 0.1, 0.5657894736842105: 0.2, 0.5661971830985916: 0.1, 0.5652582159624413: 0.1}]","[{0.9492957746478874: 0.1, 0.950187969924812: 0.2, 0.949248120300752: 0.1, 0.9529633113828786: 0.1, 0.9529633113828788: 0.1, 0.9530075187969924: 0.1, 0.9539473684210528: 0.1, 0.9530516431924884: 0.2}]","[{0.4431924882629108: 0.1, 0.443609022556391: 0.3, 0.4426691729323308: 0.1, 0.4430856067732831: 0.1, 0.4440263405456257: 0.1, 0.4445488721804511: 0.1, 0.444131455399061: 0.2}]","[{0.8657276995305163: 0.1, 0.8656015037593985: 0.3, 0.8654750705550328: 0.1, 0.865475070555033: 0.1, 0.8646616541353382: 0.1, 0.8637218045112782: 0.1, 0.8619718309859156: 0.1, 0.8629107981220658: 0.1}]","[{0.5859154929577465: 0.1, 0.5855263157894737: 0.4, 0.5845864661654135: 0.1, 0.5851364063969896: 0.1, 0.5851364063969897: 0.1, 0.5849765258215963: 0.2}]","[{0.3971830985915493: 0.1, 0.3984962406015038: 0.1, 0.3994360902255639: 0.2, 0.3998118532455315: 0.1, 0.3998118532455316: 0.1, 0.400375939849624: 0.2, 0.4: 0.2}]","[{0.7230046948356808: 0.1, 0.7236842105263157: 0.1, 0.724624060150376: 0.4, 0.7253057384760112: 0.1, 0.7253057384760113: 0.1, 0.7248826291079814: 0.1, 0.7239436619718311: 0.1}]"
695,[{0.0: 1.0}],[{1.0: 1.0}],"[{0.8507042253521127: 0.1, 0.850844277673546: 0.1, 0.8516431924882629: 0.1, 0.8516431924882628: 0.2, 0.8525821596244132: 0.1, 0.8535211267605634: 0.1, 0.8544600938967136: 0.3}]","[{0.9239436619718308: 0.1, 0.923076923076923: 0.1, 0.923943661971831: 0.5, 0.9248826291079812: 0.1, 0.9230046948356808: 0.2}]","[{1.0525821596244131: 0.1, 1.052532833020638: 0.1, 1.0535211267605633: 0.5, 1.0544600938967137: 0.1, 1.0553990610328638: 0.2}]","[{0.5661971830985916: 0.2, 0.5647279549718575: 0.1, 0.5671361502347417: 0.2, 0.568075117370892: 0.5}]","[{0.9530516431924884: 0.1, 0.952157598499062: 0.1, 0.9539906103286384: 0.2, 0.9549295774647888: 0.2, 0.9549295774647886: 0.4}]","[{0.444131455399061: 0.2, 0.4437148217636023: 0.1, 0.4441314553990609: 0.1, 0.4431924882629107: 0.1, 0.4431924882629108: 0.2, 0.4422535211267605: 0.2, 0.4422535211267606: 0.1}]","[{0.8629107981220658: 0.1, 0.8630393996247656: 0.1, 0.863849765258216: 0.1, 0.8629107981220656: 0.1, 0.8619718309859153: 0.1, 0.8629107981220657: 0.1, 0.8619718309859155: 0.3, 0.8610328638497653: 0.1}]","[{0.584037558685446: 0.3, 0.5834896810506567: 0.1, 0.5830985915492958: 0.1, 0.5840375586854459: 0.1, 0.5849765258215962: 0.4}]","[{0.4: 0.1, 0.3986866791744841: 0.1, 0.3990610328638497: 0.6, 0.3990610328638498: 0.2}]","[{0.723943661971831: 0.1, 0.7223264540337712: 0.1, 0.7230046948356809: 0.2, 0.7230046948356808: 0.1, 0.7220657276995304: 0.1, 0.7230046948356806: 0.2, 0.7220657276995305: 0.2}]"
696,[{0.0: 1.0}],[{1.0: 1.0}],"[{0.8544600938967136: 0.3, 0.8552631578947368: 0.1, 0.855263157894737: 0.1, 0.8560677328316086: 0.1, 0.8551269990592663: 0.2, 0.8559322033898306: 0.1, 0.8541862652869238: 0.1}]","[{0.9230046948356808: 0.1, 0.9229323308270676: 0.1, 0.9211267605633804: 0.2, 0.9219924812030076: 0.1, 0.922859830667921: 0.3, 0.9238005644402636: 0.1, 0.923728813559322: 0.1}]","[{1.0544600938967137: 0.3, 1.0554511278195489: 0.2, 1.0555032925682033: 0.4, 1.056497175141243: 0.1}]","[{0.5690140845070423: 0.1, 0.5695488721804511: 0.1, 0.568075117370892: 0.2, 0.5676691729323309: 0.1, 0.5691439322671684: 0.2, 0.5682031984948259: 0.2, 0.5677966101694916: 0.1}]","[{0.955868544600939: 0.2, 0.9567669172932332: 0.2, 0.9568075117370892: 0.1, 0.9567262464722484: 0.1, 0.9576669802445908: 0.2, 0.9585687382297554: 0.1, 0.9586077140169332: 0.1}]","[{0.4422535211267606: 0.1, 0.4426691729323309: 0.1, 0.4413145539906103: 0.1, 0.44037558685446: 0.1, 0.4407894736842105: 0.1, 0.4412041392285983: 0.3, 0.4416195856873823: 0.1, 0.4412041392285982: 0.1}]","[{0.860093896713615: 0.2, 0.8609022556390977: 0.1, 0.8591549295774648: 0.1, 0.8599624060150377: 0.1, 0.8598306679209784: 0.1, 0.8598306679209783: 0.1, 0.8606403013182675: 0.1, 0.8607714016933208: 0.2}]","[{0.5849765258215962: 0.3, 0.5855263157894737: 0.1, 0.5855263157894738: 0.1, 0.5860771401693321: 0.2, 0.586077140169332: 0.1, 0.5866290018832393: 0.1, 0.5870178739416745: 0.1}]","[{0.3990610328638497: 0.1, 0.3984962406015038: 0.2, 0.3981220657276995: 0.2, 0.3988711194731891: 0.2, 0.4001883239171375: 0.1, 0.3998118532455314: 0.1, 0.3998118532455315: 0.1}]","[{0.7220657276995305: 0.3, 0.7227443609022557: 0.1, 0.7236842105263158: 0.1, 0.7243650047036688: 0.2, 0.7253057384760112: 0.1, 0.7250470809792845: 0.1, 0.7253057384760113: 0.1}]"
