,1,2,3,4,5,6,7,8,9,10,11
w(t+1) - w(t),0.1600585221924598,-0.09490388147683111,-0.12742532643185633,0.022879507030654087,-0.02542820961336496,-0.14847172814346427,0.053436490456599935,0.0074108428942273406,0.3023643506262695,-0.006795233193514714,0.18450646158169492
ucpu(t),0.03041665742729658,0.13603454006372973,0.030152860817651624,0.13498608181288926,0.02981258453569062,0.13756816139194836,0.02944443065576485,0.136152822385988,0.03020576583463705,0.13752510355679184,0.029997173721299387
umem(t),0.0004683798949499217,0.00010261778060754092,0.0004643177448399373,0.00010182687185264514,0.0004590778911593767,0.00010377466190313713,0.0004534087893287592,0.00010270700145356258,0.00046513243776364596,0.00010374217797316851,0.0004619203434623172
pos_dist,0.17813588523405288,0.39727136067759233,0.44300927001553325,0.27949701124651927,0.34504960075126373,0.4508362262035356,0.2713960591849028,0.294957130147082,0.10736239560642524,0.3091598018537727,0.15956816549740732
neg_dist,0.30853199989362856,0.11929361098033447,0.021061441022248294,0.20124682835927665,0.1230445879258287,0.10812373075372769,0.20190852470387674,0.18890753510579283,0.45083686799402106,0.17819556975331982,0.33297884320906773
score,0.6339682755369868,0.23093631493722652,0.045384120396543645,0.4186155115878273,0.2628628829457849,0.19343734628560263,0.4265932162434384,0.39041399108378155,0.8076629572853142,0.3656378489595918,0.6760346470959907
