,0,1,2,3,4,5,6,7,8,9,10,11
72,0.0,1.0,0.5982,0.6172,0.7209,0.528,0.5169,0.2716,0.5462,0.4742,0.2165,0.4677
73,0.0,1.0,0.591,0.6192,0.7253,0.5285,0.5177,0.2729,0.5522,0.48,0.2186,0.4701
74,0.0,1.0,0.5814,0.6234,0.7318,0.5289,0.517,0.2752,0.5567,0.479,0.2237,0.4719
75,0.0,1.0,0.5794,0.6257,0.736,0.5305,0.5196,0.2777,0.5615,0.485,0.2289,0.4735
76,0.0,1.0,0.5803,0.6283,0.7366,0.5314,0.5286,0.2799,0.5601,0.4938,0.2353,0.4755
77,0.0,1.0,0.5792,0.6342,0.7329,0.5353,0.5285,0.282,0.5608,0.4996,0.2397,0.4794
78,0.0,1.0,0.5771,0.6395,0.735,0.5373,0.5303,0.2775,0.5608,0.5018,0.2431,0.483
79,0.0,1.0,0.5786,0.6407,0.7351,0.5416,0.5266,0.2795,0.5617,0.5003,0.2458,0.4814
80,0.0,1.0,0.5813,0.6372,0.7338,0.5485,0.5289,0.2836,0.5577,0.496,0.2473,0.4811
81,0.0,1.0,0.5821,0.6424,0.7264,0.5489,0.5278,0.2855,0.5552,0.4967,0.2474,0.4821
82,0.0,1.0,0.5841,0.648,0.7305,0.5532,0.5266,0.2848,0.5571,0.4971,0.2474,0.4865
83,0.0,1.0,0.5845,0.6478,0.7349,0.5592,0.526,0.2855,0.5631,0.5012,0.251,0.4937
84,0.0,1.0,0.5874,0.6476,0.7377,0.5636,0.5274,0.287,0.5621,0.5024,0.2545,0.4922
85,0.0,1.0,0.5829,0.6471,0.7353,0.5651,0.5245,0.2861,0.5621,0.508,0.2545,0.4913
86,0.0,1.0,0.5841,0.643,0.746,0.5669,0.527,0.2878,0.569,0.5132,0.2585,0.494
87,0.0,1.0,0.5858,0.6389,0.7493,0.5645,0.5288,0.2907,0.5686,0.5131,0.2571,0.5012
88,0.0,1.0,0.5878,0.6391,0.7466,0.565,0.525,0.2893,0.5679,0.5094,0.2562,0.5002
89,0.0,1.0,0.5809,0.6429,0.751,0.563,0.5245,0.2931,0.57,0.5163,0.2561,0.5001
90,0.0,1.0,0.5813,0.652,0.7529,0.5634,0.5202,0.2946,0.5719,0.5208,0.2567,0.5043
91,0.0,1.0,0.5817,0.6503,0.7562,0.5605,0.5211,0.298,0.5716,0.527,0.2592,0.5058
92,0.0,1.0,0.583,0.6488,0.7633,0.5637,0.5281,0.2949,0.5728,0.5329,0.2607,0.5088
93,0.0,1.0,0.5878,0.6514,0.77,0.5675,0.5345,0.2934,0.5747,0.536,0.2628,0.516
94,0.0,1.0,0.5889,0.6475,0.767,0.5684,0.5369,0.2914,0.5741,0.5399,0.2614,0.5216
95,0.0,1.0,0.5902,0.6535,0.7675,0.5747,0.5395,0.2917,0.5767,0.5448,0.2632,0.5242
96,0.0,1.0,0.5885,0.6473,0.7667,0.5787,0.5421,0.2902,0.5765,0.5442,0.2617,0.5238
97,0.0,1.0,0.5868,0.6482,0.7711,0.5799,0.5486,0.2924,0.5808,0.5472,0.2618,0.5305
98,0.0,1.0,0.5923,0.6553,0.7755,0.584,0.5523,0.2975,0.5806,0.5514,0.2645,0.536
99,0.0,1.0,0.5947,0.6556,0.7699,0.5829,0.5537,0.2989,0.5759,0.5492,0.2631,0.5346
100,0.0,1.0,0.5941,0.6542,0.7697,0.5805,0.5518,0.2959,0.5667,0.5482,0.2632,0.5338
101,0.0,1.0,0.5932,0.6529,0.769,0.5793,0.5538,0.2937,0.5607,0.5498,0.2652,0.5314
102,0.0,1.0,0.5891,0.652,0.763,0.5762,0.5472,0.2956,0.561,0.5466,0.2668,0.5314
103,0.0,1.0,0.5936,0.6524,0.7683,0.5749,0.5498,0.2967,0.568,0.5497,0.2691,0.535
104,0.0,1.0,0.5886,0.6491,0.7685,0.5725,0.5435,0.2938,0.5677,0.5465,0.2694,0.5362
105,0.0,1.0,0.5899,0.6499,0.7632,0.5756,0.5374,0.293,0.5641,0.5457,0.2697,0.5351
106,0.0,1.0,0.589,0.6486,0.7627,0.5773,0.5354,0.2963,0.5653,0.539,0.2675,0.5351
107,0.0,1.0,0.587,0.6442,0.764,0.5782,0.5383,0.2952,0.5744,0.5392,0.2629,0.5389
108,0.0,1.0,0.5816,0.6462,0.7584,0.5775,0.5387,0.2958,0.5772,0.5426,0.2607,0.5419
109,0.0,1.0,0.5813,0.6448,0.7576,0.5774,0.5437,0.2941,0.5755,0.5434,0.2601,0.5402
110,0.0,1.0,0.5804,0.6461,0.7618,0.5783,0.5464,0.2953,0.5757,0.5426,0.2628,0.5402
111,0.0,1.0,0.5771,0.6452,0.7596,0.576,0.5423,0.293,0.5773,0.5389,0.2628,0.5403
112,0.0,1.0,0.5762,0.6462,0.7554,0.5785,0.5388,0.2893,0.5774,0.5395,0.2604,0.5405
113,0.0,1.0,0.5788,0.6492,0.7565,0.5791,0.5397,0.2893,0.5824,0.5431,0.2594,0.5415
114,0.0,1.0,0.5812,0.6496,0.7555,0.5743,0.5386,0.2897,0.5828,0.5435,0.2593,0.5432
115,0.0,1.0,0.58,0.6443,0.7508,0.5746,0.5422,0.2883,0.5834,0.542,0.2605,0.5406
116,0.0,1.0,0.5807,0.6384,0.7434,0.5734,0.5392,0.2863,0.5825,0.5411,0.2606,0.5386
117,0.0,1.0,0.581,0.6382,0.7487,0.5755,0.5427,0.2902,0.5799,0.5425,0.2619,0.5353
118,0.0,1.0,0.5796,0.6351,0.7529,0.5758,0.5471,0.2939,0.5872,0.5443,0.26,0.5407
119,0.0,1.0,0.5778,0.6362,0.7502,0.5744,0.552,0.2965,0.5898,0.5481,0.2599,0.545
120,0.0,1.0,0.5829,0.6364,0.7545,0.5768,0.5549,0.2987,0.5895,0.5519,0.2567,0.551
121,0.0,1.0,0.5819,0.634,0.7549,0.578,0.5571,0.3027,0.5909,0.554,0.256,0.5542
122,0.0,1.0,0.5862,0.6312,0.7523,0.5815,0.5574,0.3072,0.5946,0.5566,0.2518,0.5556
123,0.0,1.0,0.5798,0.6292,0.7474,0.5824,0.5582,0.3073,0.5946,0.5596,0.2489,0.5555
124,0.0,1.0,0.5718,0.6312,0.7473,0.5871,0.5603,0.3099,0.5972,0.5601,0.2488,0.5573
125,0.0,1.0,0.5759,0.6342,0.7493,0.5901,0.5637,0.3107,0.6025,0.5638,0.2473,0.5603
126,0.0,1.0,0.5787,0.6377,0.7516,0.5898,0.5719,0.3121,0.606,0.5713,0.2476,0.5659
127,0.0,1.0,0.5856,0.6381,0.76,0.5901,0.5789,0.3111,0.6097,0.5747,0.2516,0.5702
128,0.0,1.0,0.5884,0.6398,0.7679,0.5905,0.5821,0.3115,0.6099,0.577,0.255,0.5717
129,0.0,1.0,0.5876,0.6388,0.7753,0.5877,0.5826,0.3122,0.6113,0.5746,0.2612,0.5709
130,0.0,1.0,0.5891,0.6426,0.7842,0.5893,0.5898,0.3135,0.6151,0.5757,0.2617,0.5721
131,0.0,1.0,0.5881,0.6431,0.7876,0.5913,0.5903,0.3109,0.6126,0.5738,0.2656,0.5712
132,0.0,1.0,0.5929,0.6469,0.7888,0.5898,0.5936,0.3127,0.609,0.5721,0.2681,0.5702
133,0.0,1.0,0.5959,0.6504,0.7949,0.5901,0.5928,0.3118,0.608,0.5695,0.2709,0.5686
134,0.0,1.0,0.5942,0.6533,0.7988,0.5925,0.5989,0.3113,0.6102,0.5705,0.2744,0.5682
135,0.0,1.0,0.5908,0.6555,0.8004,0.5941,0.5985,0.3094,0.6094,0.5677,0.2755,0.5658
136,0.0,1.0,0.5902,0.6592,0.8076,0.5947,0.5982,0.3076,0.6116,0.5643,0.2764,0.5671
137,0.0,1.0,0.5898,0.6672,0.8131,0.5932,0.6074,0.3085,0.6197,0.5624,0.2776,0.5673
138,0.0,1.0,0.5882,0.6712,0.8153,0.5932,0.6104,0.312,0.6215,0.5623,0.2773,0.5637
139,0.0,1.0,0.594,0.6715,0.8195,0.5946,0.6158,0.3139,0.6224,0.5618,0.2797,0.5649
140,0.0,1.0,0.5959,0.6719,0.8215,0.597,0.6222,0.3159,0.6226,0.5593,0.2802,0.5678
141,0.0,1.0,0.5943,0.6785,0.8236,0.5999,0.622,0.3214,0.6199,0.5589,0.2826,0.5718
142,0.0,1.0,0.5945,0.6843,0.8273,0.5992,0.6262,0.3202,0.6212,0.5598,0.2834,0.5738
143,0.0,1.0,0.5985,0.6853,0.8268,0.5996,0.6225,0.3225,0.6247,0.5615,0.2829,0.5736
144,0.0,1.0,0.6085,0.6912,0.8344,0.6041,0.6266,0.3258,0.6347,0.5636,0.2862,0.5773
145,0.0,1.0,0.6191,0.6954,0.8405,0.6095,0.6325,0.3329,0.6384,0.5638,0.2928,0.5791
146,0.0,1.0,0.6205,0.7004,0.8481,0.611,0.6399,0.336,0.6325,0.562,0.2978,0.5801
147,0.0,1.0,0.6163,0.7033,0.849,0.6079,0.6424,0.3369,0.6296,0.561,0.2997,0.5806
148,0.0,1.0,0.6183,0.7087,0.8551,0.6069,0.6434,0.3396,0.6362,0.5645,0.2996,0.5813
149,0.0,1.0,0.6187,0.7146,0.8605,0.6076,0.645,0.3403,0.6379,0.5632,0.3004,0.5814
150,0.0,1.0,0.6138,0.7141,0.8628,0.6082,0.6427,0.3406,0.6366,0.5621,0.2993,0.5823
151,0.0,1.0,0.6091,0.7136,0.865,0.6071,0.6408,0.3426,0.636,0.5573,0.2964,0.5817
152,0.0,1.0,0.6089,0.7146,0.8701,0.6079,0.645,0.343,0.6395,0.5549,0.2964,0.581
153,0.0,1.0,0.6084,0.7138,0.8712,0.6068,0.6459,0.3384,0.6427,0.5513,0.2975,0.5794
154,0.0,1.0,0.6061,0.714,0.8739,0.6058,0.6438,0.3365,0.6458,0.5504,0.2968,0.5782
155,0.0,1.0,0.607,0.7187,0.8813,0.6046,0.6476,0.3392,0.6521,0.5532,0.302,0.5804
156,0.0,1.0,0.6101,0.7196,0.8843,0.6031,0.6549,0.3422,0.6484,0.5529,0.3008,0.5807
157,0.0,1.0,0.614,0.7235,0.8872,0.6045,0.6593,0.3439,0.6459,0.5501,0.2981,0.582
158,0.0,1.0,0.6171,0.73,0.8893,0.6025,0.6605,0.3427,0.6426,0.5506,0.2989,0.5825
159,0.0,1.0,0.6167,0.7304,0.8923,0.5986,0.6633,0.341,0.6427,0.5504,0.2988,0.5833
160,0.0,1.0,0.6174,0.7296,0.8881,0.5947,0.6716,0.3395,0.6406,0.5479,0.3007,0.5806
161,0.0,1.0,0.6196,0.7362,0.8856,0.5971,0.6784,0.3397,0.6401,0.5481,0.3031,0.5776
162,0.0,1.0,0.6223,0.7391,0.8878,0.6005,0.6786,0.344,0.6424,0.5475,0.3056,0.5817
163,0.0,1.0,0.6287,0.7439,0.8915,0.602,0.6844,0.3457,0.6464,0.5503,0.3078,0.5836
164,0.0,1.0,0.6339,0.7505,0.9015,0.599,0.6883,0.3452,0.6509,0.5498,0.3072,0.582
165,0.0,1.0,0.6385,0.7539,0.9047,0.5976,0.6883,0.3476,0.6574,0.5499,0.3086,0.5798
166,0.0,1.0,0.6405,0.7565,0.9059,0.5999,0.6878,0.3463,0.6602,0.5496,0.3115,0.5816
167,0.0,1.0,0.6431,0.7611,0.9037,0.5997,0.6846,0.3449,0.6549,0.5483,0.313,0.5817
168,0.0,1.0,0.6456,0.763,0.9031,0.5965,0.6838,0.3497,0.6553,0.5476,0.3124,0.5846
169,0.0,1.0,0.6454,0.7677,0.9074,0.5943,0.6872,0.3532,0.6586,0.5466,0.3165,0.5831
170,0.0,1.0,0.6454,0.7684,0.9084,0.5912,0.6864,0.3514,0.656,0.5433,0.3129,0.5778
171,0.0,1.0,0.6517,0.7716,0.9108,0.5868,0.6917,0.3532,0.6576,0.5475,0.3181,0.576
172,0.0,1.0,0.661,0.7758,0.9133,0.5838,0.7024,0.354,0.6631,0.5473,0.3213,0.5772
173,0.0,1.0,0.6656,0.779,0.921,0.5836,0.7109,0.3529,0.6642,0.5467,0.3261,0.5778
174,0.0,1.0,0.6676,0.7793,0.924,0.582,0.7121,0.3511,0.6663,0.5443,0.3292,0.5756
175,0.0,1.0,0.6671,0.7805,0.9262,0.5835,0.7194,0.3503,0.6686,0.543,0.3317,0.5773
176,0.0,1.0,0.6671,0.7801,0.9221,0.5826,0.7239,0.3502,0.6687,0.5389,0.3329,0.5748
177,0.0,1.0,0.6749,0.7846,0.9231,0.5784,0.7246,0.3504,0.6729,0.5386,0.3328,0.5727
178,0.0,1.0,0.6867,0.7867,0.9265,0.5781,0.7256,0.3524,0.6761,0.5362,0.3336,0.5734
179,0.0,1.0,0.6846,0.789,0.9232,0.5804,0.7298,0.355,0.6767,0.5364,0.3316,0.5708
180,0.0,1.0,0.6928,0.7943,0.9278,0.5852,0.7347,0.3539,0.6804,0.5375,0.3306,0.57
181,0.0,1.0,0.6984,0.7987,0.9351,0.5838,0.7357,0.3549,0.6845,0.5373,0.336,0.5708
182,0.0,1.0,0.6939,0.7973,0.9429,0.5832,0.7385,0.3572,0.6889,0.5377,0.3344,0.5703
183,0.0,1.0,0.693,0.8012,0.9411,0.5839,0.7406,0.358,0.6913,0.5388,0.333,0.5696
184,0.0,1.0,0.6936,0.8015,0.9397,0.5819,0.7466,0.358,0.6928,0.5386,0.3292,0.5684
185,0.0,1.0,0.6933,0.8039,0.9399,0.5811,0.7529,0.3595,0.6927,0.5408,0.3272,0.5678
186,0.0,1.0,0.6938,0.8024,0.9423,0.5822,0.7538,0.3643,0.6923,0.5386,0.3241,0.5676
187,0.0,1.0,0.6893,0.7991,0.945,0.5803,0.7526,0.3643,0.692,0.5355,0.326,0.5672
188,0.0,1.0,0.6874,0.7995,0.9452,0.5802,0.7505,0.3652,0.6953,0.5348,0.3293,0.5664
189,0.0,1.0,0.6874,0.8052,0.949,0.5809,0.7503,0.3638,0.697,0.5347,0.3325,0.5648
190,0.0,1.0,0.6908,0.8093,0.9516,0.5804,0.7491,0.3622,0.6999,0.5348,0.3325,0.5629
191,0.0,1.0,0.6915,0.8064,0.9545,0.5793,0.7543,0.3636,0.7024,0.5369,0.3315,0.5634
192,0.0,1.0,0.698,0.8073,0.9578,0.5783,0.7521,0.3662,0.7003,0.537,0.3308,0.5607
193,0.0,1.0,0.7063,0.8114,0.965,0.5757,0.7523,0.3642,0.7022,0.5401,0.3311,0.5628
194,0.0,1.0,0.7102,0.8199,0.9694,0.5772,0.759,0.3632,0.7018,0.5404,0.3337,0.5626
195,0.0,1.0,0.7135,0.8235,0.9712,0.5792,0.7621,0.3665,0.7036,0.5395,0.3341,0.5617
196,0.0,1.0,0.7216,0.8249,0.9784,0.5823,0.7649,0.3699,0.71,0.539,0.3349,0.5658
197,0.0,1.0,0.7269,0.8287,0.9812,0.5827,0.7662,0.3728,0.7119,0.5377,0.3356,0.5654
198,0.0,1.0,0.7321,0.8306,0.986,0.5823,0.7704,0.3772,0.7183,0.538,0.3383,0.5661
199,0.0,1.0,0.7343,0.8351,0.9879,0.5793,0.7744,0.381,0.7207,0.539,0.3401,0.5664
200,0.0,1.0,0.7396,0.8396,0.9896,0.5781,0.7793,0.3775,0.7247,0.5421,0.3412,0.5662
201,0.0,1.0,0.7455,0.8422,0.9967,0.5796,0.7889,0.3812,0.7333,0.5427,0.3443,0.5674
202,0.0,1.0,0.7505,0.8417,0.9999,0.5835,0.7851,0.3832,0.736,0.5424,0.3488,0.569
203,0.0,1.0,0.7555,0.8447,1.0068,0.5802,0.7889,0.3824,0.7354,0.5426,0.3493,0.5725
204,0.0,1.0,0.7592,0.8448,1.0104,0.5801,0.7925,0.3845,0.7359,0.5418,0.3509,0.5748
205,0.0,1.0,0.7581,0.8521,1.0056,0.5754,0.7911,0.3884,0.7385,0.5446,0.3537,0.5791
206,0.0,1.0,0.7586,0.8515,1.0064,0.5774,0.7852,0.3872,0.7375,0.5444,0.3535,0.5808
207,0.0,1.0,0.7554,0.8519,1.0009,0.5742,0.7852,0.3826,0.7376,0.5429,0.3565,0.5814
208,0.0,1.0,0.7544,0.8547,0.997,0.5711,0.7861,0.3836,0.7411,0.5455,0.3607,0.5787
209,0.0,1.0,0.7556,0.8533,0.9993,0.5677,0.7822,0.3829,0.7396,0.5457,0.3611,0.5741
210,0.0,1.0,0.7618,0.8557,1.0063,0.5671,0.7887,0.383,0.7433,0.5438,0.3615,0.5742
211,0.0,1.0,0.77,0.8631,1.0088,0.5662,0.795,0.3871,0.7459,0.543,0.3641,0.5769
212,0.0,1.0,0.7727,0.8611,1.0062,0.5633,0.797,0.3865,0.752,0.5421,0.363,0.5781
213,0.0,1.0,0.7715,0.8569,1.0077,0.5632,0.7944,0.3828,0.7542,0.5411,0.3613,0.5747
214,0.0,1.0,0.7706,0.8588,1.0036,0.5604,0.7934,0.3791,0.7521,0.5379,0.3619,0.57
215,0.0,1.0,0.772,0.8644,1.0052,0.5598,0.7967,0.3763,0.7589,0.5383,0.3625,0.5665
216,0.0,1.0,0.774,0.8726,1.0144,0.5595,0.8002,0.3753,0.7656,0.5376,0.3673,0.5675
217,0.0,1.0,0.7823,0.8774,1.0178,0.5554,0.8013,0.3784,0.771,0.5359,0.3675,0.5688
218,0.0,1.0,0.7872,0.8773,1.0151,0.5537,0.804,0.3765,0.7724,0.5359,0.368,0.5657
219,0.0,1.0,0.7909,0.8784,1.0196,0.5512,0.8092,0.3755,0.7754,0.5375,0.3717,0.5659
220,0.0,1.0,0.7974,0.8734,1.0161,0.5515,0.8107,0.3751,0.7708,0.5361,0.3727,0.5669
221,0.0,1.0,0.7988,0.8701,1.0115,0.551,0.8142,0.3763,0.7677,0.5323,0.3736,0.5657
222,0.0,1.0,0.8,0.8758,1.0139,0.5483,0.8169,0.3795,0.7733,0.5329,0.3739,0.5662
223,0.0,1.0,0.8004,0.8759,1.0105,0.547,0.8153,0.3781,0.7766,0.539,0.3761,0.5656
224,0.0,1.0,0.8033,0.8816,1.017,0.5465,0.8154,0.3816,0.7801,0.5415,0.3812,0.566
225,0.0,1.0,0.8015,0.882,1.018,0.5438,0.8184,0.3843,0.783,0.5398,0.3826,0.567
226,0.0,1.0,0.8023,0.883,1.0216,0.5432,0.8162,0.3847,0.7853,0.5389,0.3846,0.5657
227,0.0,1.0,0.8061,0.8836,1.0299,0.5433,0.8175,0.3875,0.793,0.5364,0.387,0.5662
228,0.0,1.0,0.8128,0.8871,1.0381,0.5456,0.824,0.3904,0.8021,0.5367,0.3864,0.5683
229,0.0,1.0,0.8156,0.8933,1.04,0.5448,0.8262,0.3921,0.805,0.5362,0.3909,0.5701
230,0.0,1.0,0.8217,0.9015,1.0465,0.5445,0.831,0.394,0.8066,0.5423,0.3961,0.5719
231,0.0,1.0,0.8278,0.9113,1.0515,0.5441,0.8364,0.399,0.8066,0.5454,0.4021,0.5725
232,0.0,1.0,0.8314,0.9154,1.052,0.5391,0.8368,0.4002,0.8065,0.5451,0.406,0.5695
233,0.0,1.0,0.836,0.9221,1.0541,0.5403,0.8391,0.4011,0.8076,0.5453,0.4094,0.5706
234,0.0,1.0,0.8406,0.9213,1.0579,0.5392,0.8388,0.3996,0.8104,0.5457,0.4133,0.5734
235,0.0,1.0,0.8389,0.9186,1.0518,0.5369,0.8425,0.4008,0.8103,0.5483,0.4125,0.5716
