,1,2,3,4,5,6,7,8,9,10,11
0,11044.0,223.5637,6848.384,220.7906,4014.494,179.9807,2535.702,179.7411,3082.38,71.6568,2680.378
1,11096.0,225.6138,6876.192,220.7294,4070.012,182.7201,2524.34,182.8921,3068.044,72.3381,2748.48
2,11134.0,224.9369,6969.884,221.7269,4103.992,182.8281,2518.51,185.0025,3156.488,74.2081,2777.934
3,11212.0,223.1412,7091.59,224.5663,4110.32,185.8815,2526.064,188.2797,3276.146,73.859,2791.788
4,11232.0,222.7733,7124.458,224.8624,4171.564,186.422,2572.128,188.7201,3399.926,72.4239,2876.516
5,11264.0,223.5127,7142.502,229.4139,4244.276,183.6359,2570.444,189.1529,3504.23,72.5255,2955.674
6,11312.0,225.4821,7143.528,231.9344,4278.198,186.1717,2565.562,191.2215,3567.804,74.9737,3038.404
7,11314.0,227.1704,7216.07,232.9225,4347.97,187.4323,2613.534,191.4657,3620.48,75.3377,3092.116
8,11322.0,229.823,7308.352,235.895,4485.776,186.933,2588.21,190.478,3666.064,76.128,3157.706
9,11372.0,233.3057,7436.15,238.7699,4631.816,189.2744,2625.794,192.6235,3724.33,78.6146,3223.962
10,11424.0,234.5496,7523.846,241.2429,4694.122,192.6189,2643.514,192.5835,3838.464,77.5575,3303.82
11,11434.0,235.8537,7557.874,243.9707,4738.25,195.9067,2693.85,194.3826,3932.152,78.0507,3387.894
12,11488.0,237.2881,7654.454,248.5418,4750.288,197.2237,2834.09,198.2208,4008.164,79.9863,3476.268
13,11528.0,240.5087,7688.024,253.6956,4808.328,198.9468,2885.458,201.8057,4084.37,80.0504,3546.012
14,11644.0,238.3806,7674.56,256.6815,4888.152,197.7361,2956.412,203.0062,4040.468,79.9896,3556.078
15,11784.0,238.1417,7742.088,259.3658,4930.426,198.7619,2994.314,203.8762,4113.794,80.7322,3522.238
16,11808.0,235.1126,7783.834,261.1387,4934.564,199.1301,3046.464,204.9137,4246.156,80.494,3601.44
17,11876.0,236.982,7840.536,263.6365,4984.358,204.4002,2955.936,210.2539,4306.238,81.3993,3663.746
18,11964.0,239.554,7896.24,266.1093,4966.256,208.0659,2849.824,212.5907,4356.092,80.9269,3662.18
19,12094.0,237.1706,7868.356,268.4759,4965.796,210.6642,2787.668,216.138,4346.584,80.6815,3652.388
20,12244.0,238.6319,7854.526,271.5022,5054.324,211.1894,2797.754,218.1354,4351.518,79.5566,3691.566
21,12356.0,241.5425,7838.646,271.0746,5152.452,212.0487,2831.996,218.5987,4425.92,79.2885,3736.454
22,12458.0,242.9185,7836.082,271.5744,5212.428,210.4779,2801.804,219.3605,4427.574,81.0243,3808.41
23,12506.0,243.0404,7863.772,273.2411,5237.512,208.1874,2770.08,220.981,4429.626,81.0264,3865.604
24,12586.0,244.517,7925.404,273.6234,5303.74,209.4801,2767.662,224.6966,4454.186,81.5447,3969.624
25,12662.0,243.6777,7993.52,274.6477,5286.384,210.6273,2819.828,226.1319,4463.356,82.1548,4072.1
26,12716.0,245.387,8082.29,277.8687,5296.214,209.3575,2886.532,226.6233,4570.13,82.8206,4116.17
27,12800.0,245.2224,8016.64,275.9744,5327.36,211.296,2900.48,226.4934,4678.4,82.6931,4203.52
28,12850.0,245.1047,8045.384,275.7777,5480.524,214.5911,2900.244,225.2271,4646.56,86.3225,4235.36
29,12900.0,246.0585,8176.02,278.0105,5556.03,216.3859,2950.23,224.024,4694.31,87.6581,4325.37
30,12964.0,248.8868,8261.958,280.3141,5652.304,216.4547,2929.864,223.126,4820.016,88.0528,4467.394
31,12972.0,250.2468,8254.084,279.8035,5648.008,217.111,2956.318,222.7811,4912.496,89.6352,4525.93
32,13122.0,252.6523,8265.548,277.8321,5709.382,215.6351,2961.636,225.5606,4965.364,89.5327,4625.504
33,13208.0,256.2325,8338.21,277.5648,5757.368,215.2468,3014.066,227.8987,4989.982,86.8439,4667.708
34,13228.0,259.409,8333.64,276.6318,5820.32,215.2037,3067.574,227.5877,5016.058,88.3697,4755.466
35,13278.0,261.007,8347.878,279.571,5910.038,215.1527,3068.546,229.724,5000.494,88.3332,4866.388
36,13354.0,263.4944,8291.498,281.5437,5974.58,218.8681,3115.488,230.5007,5094.552,89.17,4931.632
37,13444.0,263.3948,8337.968,282.3993,6033.668,218.7178,3136.486,233.1795,5131.574,89.6459,4998.48
38,13396.0,264.1155,8336.33,282.0555,6036.238,219.0996,3189.588,235.2123,5149.422,91.4438,5022.16
39,13458.0,267.7994,8369.53,284.4456,6108.586,220.9064,3169.358,234.8407,5177.292,93.4524,5049.442
40,13570.0,267.1675,8417.472,287.7383,6228.63,219.8,3165.88,235.2387,5259.732,92.926,5114.532
41,13680.0,268.8243,8444.664,289.1802,6320.16,218.3588,3186.072,233.2016,5216.184,91.4316,5199.768
42,13778.0,265.9236,8490.004,288.5609,6420.548,222.0159,3262.63,232.0532,5260.44,91.7449,5172.262
43,13854.0,266.6175,8524.366,290.2386,6473.974,225.0444,3336.044,234.4069,5279.76,92.251,5256.208
44,13938.0,267.3266,8543.994,290.7021,6553.648,225.6744,3356.27,238.0318,5385.644,92.6807,5274.14
45,13962.0,269.9511,8611.762,292.025,6693.382,226.1062,3437.444,238.4416,5456.35,92.5806,5333.484
46,13994.0,271.7411,8695.872,292.2605,6701.726,226.3642,3526.488,238.6411,5565.414,92.4458,5418.476
47,14012.0,272.2209,8736.482,294.7649,6745.376,227.7847,3630.51,237.9055,5644.034,92.304,5527.734
48,14072.0,272.4705,8782.336,297.8592,6854.472,229.5453,3675.606,239.0551,5725.896,92.0013,5549.996
49,14060.0,274.2431,8838.116,301.31,6883.776,231.4417,3668.254,239.8102,5819.434,90.7025,5647.902
50,14078.0,277.2564,8815.644,304.5325,6955.94,231.2579,3689.844,240.7281,5915.576,90.2512,5787.466
51,14194.0,276.1968,8838.604,308.6258,7027.45,231.6234,3720.248,242.8437,5941.608,90.5989,5833.734
52,14226.0,276.8195,8909.744,311.8795,7047.56,234.7475,3761.354,243.9645,5973.498,90.0093,5882.452
53,14198.0,276.2306,8947.58,314.6546,7107.518,238.3347,3817.842,244.1005,6005.754,89.7882,5947.542
54,14212.0,280.2479,8980.562,315.846,7175.638,237.1599,3815.922,245.8392,6114.002,90.7138,6007.412
55,14326.0,279.2538,9025.38,316.8696,7231.764,238.3517,3816.446,247.145,6194.562,93.5731,6111.472
56,14380.0,282.1787,9098.226,317.1279,7323.734,238.5815,3908.484,248.4332,6258.176,94.3716,6248.11
